,fecha,titulo,periodico,topico
175,10-May-1994,A Corto Plazo  / Las indecisiones del Banco Central,reforma,2
176,11-May-1994,Mauricio Gozález Gómez / El rumbo de las tasas de interés,reforma,2
177,11-May-1994,What's News,reforma,5
178,12-May-1994,Pulso Latinoamericano,reforma,2
179,16-May-1994,El conglomerado alemán,reforma,5
180,18-May-1994,Suben tasas-EU medio punto,reforma,0
181,18-May-1994,De nuevo la Reserva Federal incrementa tasas de interés,reforma,0
182,18-May-1994,Crecerá México 2% al cierre del año,reforma,2
183,20-May-1994,Avanza 0.5% el PIB,reforma,7
184,22-May-1994,Surge del caos y habita en el silencio,reforma,5
185,23-May-1994,La decisión de la FED podría no ser una cura completa para las acciones,reforma,0
186,24-May-1994,Estima JP Morgan un menor crecimiento económico,reforma,2
187,24-May-1994,A Corto Plazo  / El rumbo de la Bolsa,reforma,8
188,25-May-1994,Acumulan 90 mil unidades en bodega,reforma,1
189,25-May-1994,Posible Crack Inmobiliario,reforma,1
190,27-May-1994,Ernesto Rubio del Cueto / Los retos de México,reforma,3
191,30-May-1994,Será lento el regreso de capitales,reforma,2
192,31-May-1994,"A Corto Plazo / Banco Central, readecuaciones",reforma,2
193,02-Jun-1994,Ricardo Medina Macías / Asignatura pendiente: El análisis político,reforma,5
194,02-Jun-1994,Ricardo Medina Macías / Asignatura pendiente: El análisis político,reforma,5
195,03-Jun-1994,Se mantiene la confianza,reforma,1
196,03-Jun-1994,Es necesario invertir,reforma,6
197,03-Jun-1994,"A Corto Plazo  / Política monetaria, fe de erratas",reforma,2
198,06-Jun-1994,Esperan inversionistas de NY vientos propicios en el verano,reforma,0
199,07-Jun-1994,Enfrenta De León Carpio crisis política y económica,reforma,5
200,07-Jun-1994,Las políticas del Bundesbank provocan temores de otra alza en tasas europeas,reforma,0
201,08-Jun-1994,Comienza la OCDE sesión anual,reforma,7
202,09-Jun-1994,A Corto Plazo / Financiando la especulación,reforma,2
203,12-Jun-1994,Construyen Hotel Holiday Inn,reforma,1
204,13-Jun-1994,Jonathan Heath C. / Problemas de transición,reforma,6
205,13-Jun-1994,"Al Alza y a la Baja / Renace la inseguridad, ¿afectará a los mercados?",reforma,5
206,14-Jun-1994,Consumen menos vino de mesa,reforma,1
207,16-Jun-1994,Afecta a firmas intervención,reforma,1
208,17-Jun-1994,'Lo central era detener la violencia',reforma,5
209,22-Jun-1994,León Opalín / Economía y democracia en América Latina,reforma,3
210,22-Jun-1994,Coordenadas / Los miedos del sector privado mexicano,reforma,6
211,22-Jun-1994,Entrevista / Juan Sánchez Navarro / 'Urgen más inversiones',reforma,3
212,23-Jun-1994,"A Corto Plazo / Después del 21 de agosto, ¿qué?",reforma,2
213,23-Jun-1994,Afectará caída de dólar,reforma,2
214,23-Jun-1994,Recuperan terreno bolsas europeas,reforma,8
215,24-Jun-1994,A Corto Plazo / Desequilibrios Globalizadores,reforma,2
216,24-Jun-1994,Se estabiliza el dólar,reforma,0
217,27-Jun-1994,La caída del dólar es amenaza para el crecimiento económico,reforma,0
218,27-Jun-1994,Sigue crisis por caída del dólar,reforma,0
219,28-Jun-1994,Empresa / Qué hacer frente al vendaval,reforma,1
220,28-Jun-1994,Everardo Elizondo A. / Afecta recesión imagen de Banca,reforma,6
221,28-Jun-1994,"Nombres, Nombres y... Nombres / La industria mexicana enfrenta el peor escenario para su desarrollo; critican falta de apoyo de Secofi; los...",reforma,1
222,29-Jun-1994,Señales / Buenas noticias para México,reforma,2
223,30-Jun-1994,Se detiene flujo capital de EU.- Morgan,reforma,1
224,01-Jul-1994,Territorios en alerta,reforma,5
225,01-Jul-1994,Paga Industria costo del ajuste,reforma,2
226,02-Jul-1994,Fortalecen el clima de inversión privada,reforma,3
227,06-Jul-1994,Sube saldo de deuda por la caída del dólar,reforma,2
228,07-Jul-1994,Mantiene EU tasas de interés,reforma,8
229,08-Jul-1994,Entrevista / Germán González Quintero / Persiste temor entre empresarios,reforma,5
230,08-Jul-1994,Atacarán los países ricos baja del dólar,reforma,9
231,11-Jul-1994,What's News,reforma,9
232,13-Jul-1994,Debilitado gigante pide revisión de reformas,reforma,5
233,14-Jul-1994,Pulso Latinoamericano,reforma,7
234,15-Jul-1994,Prevén aumento desliz cambiario,reforma,2
235,15-Jul-1994,Reajustan plan de Caldera,reforma,3
236,16-Jul-1994,Consideran positivo acuerdo de partidos,reforma,5
237,19-Jul-1994,Asciende el CPP a 17.82,reforma,2
238,20-Jul-1994,"A un mes, la moneda está en el aire",reforma,5
239,20-Jul-1994,Se pagan errores del pasado,reforma,2
240,20-Jul-1994,"A un mes, la moneda está en el aire",reforma,5
241,21-Jul-1994,Greenspan pone las basespara nueva alza en tasas,reforma,0
242,22-Jul-1994,Sólo Zedillo asegura certidumbre,reforma,2
243,22-Jul-1994,Coordenadas  /  Tipo de cambio y política,reforma,2
244,24-Jul-1994,La economía: Seis meses de temores,reforma,2
245,24-Jul-1994,El costo de la incertidumbre,reforma,2
246,25-Jul-1994,Crece 8% producción de cemento,reforma,1
247,25-Jul-1994,Raymundo Riva Palacio / Momento de definición,reforma,5
248,27-Jul-1994,Julio Faesler / Banqueros y democracia,reforma,5
249,27-Jul-1994,Roberto R. Barrera / Cómo invertir en la bolsa,reforma,6
250,28-Jul-1994,Conviene ajustar norma arancelaria,reforma,3
251,28-Jul-1994,"Carlos Ortiz Gil / No me defiendas, compadre",reforma,5
252,28-Jul-1994,Agenda Ciudadana / Un fantasma recorre México: 1988,reforma,5
253,29-Jul-1994,Carlos Elizondo Mayer-Serra / El PRD y las mayorías,reforma,5
254,29-Jul-1994,Coordenadas / ¿Por qué hay especulación?,reforma,6
255,29-Jul-1994,Empeora perspectiva la deuda de Banamex,reforma,2
256,29-Jul-1994,Empeora perspectiva la deuda de Banamex,reforma,2
257,30-Jul-1994,Suben utilidades  de Banpaís,reforma,1
258,01-Ago-1994,Soledad Loaeza / ¿Dónde está el presidente?,reforma,5
259,02-Ago-1994,Ataca mercado hipotecario,reforma,1
260,02-Ago-1994,"Cavallo, Foxley y Aspe, un ascenso al poder por la escalera de la deuda",reforma,6
261,02-Ago-1994,Esperan en NY revaluación post-electoral,reforma,2
262,03-Ago-1994,Haría EZP gabinete sin malos elementos,reforma,5
263,03-Ago-1994,Breves,reforma,0
264,04-Ago-1994,Convoca la Iniciativa Privada a establecer un plan de reactivación,reforma,3
265,05-Ago-1994,Afectan comicios a la economía,reforma,2
266,09-Ago-1994,A Corto Plazo / Banca extranjera... suculento pastel,reforma,1
267,09-Ago-1994,Arrecia volatilidad en BMV,reforma,8
268,10-Ago-1994,Descartan un Plan de Contingencia,reforma,3
269,11-Ago-1994,Hay confianza inversora,reforma,1
270,11-Ago-1994,"Mijail Gorvachoy / El Norte nuclear, el Sur atómico",reforma,9
271,11-Ago-1994,Por qué votar el 21 de agosto,reforma,5
272,11-Ago-1994,Pulso Latinoamericano,reforma,2
273,15-Ago-1994,Coordenadas / Empleo y salarios van a contrapelo,reforma,7
274,16-Ago-1994,'Decisivo un triunfo de amplia mayoría',reforma,5
275,16-Ago-1994,Escenarios económicos cardenistas,reforma,2
276,16-Ago-1994,Sugerencias para un presidente asediado,reforma,5
277,17-Ago-1994,Coordenadas / El escenario económico del Cardenismo,reforma,2
278,17-Ago-1994,No 'salpica' a todos la recuperación,reforma,2
279,18-Ago-1994,A Corto Plazo / Escenografías pre-electorales,reforma,2
280,18-Ago-1994,Asombra al Banxico la caída de las tasas,reforma,2
281,18-Ago-1994,Caen 20% las ventas vitivinícolas,reforma,1
282,18-Ago-1994,Domina cautela en mercados,reforma,8
283,19-Ago-1994,"Serán elecciones tranquilas, dice CSG",reforma,5
284,20-Ago-1994,Clinton y cubanos: a la deriva,reforma,5
285,21-Ago-1994,La Cultura Política,reforma,5
286,22-Ago-1994,Comienzan mercados nueva fase,reforma,8
287,23-Ago-1994,Prevé presidente de la AMB crecimiento,reforma,5
288,24-Ago-1994,Empresa / ¿Y después de la euforia?,reforma,1
289,24-Ago-1994,Temprano para cantar victoria,reforma,2
290,24-Ago-1994,Utilizarían fondo de contingencia,reforma,3
291,24-Ago-1994,Entrevista  /  Jorge lepe García  /  Faltan 1.2 millones de casas,reforma,1
292,25-Ago-1994,Fustiga Canacintra a PRD,reforma,5
293,26-Ago-1994,Crecerá economía 4% en 1995,reforma,2
294,29-Ago-1994,Dan constancias a senadores,reforma,5
295,30-Ago-1994,Heredará Zedillo economía sana,reforma,2
296,30-Ago-1994,Alejandro Villagómez / El ahorro privado en México,reforma,2
297,01-Sep-1994,Impacta el TLC a la economía,reforma,4
298,05-Sep-1994,Será menor a 20% crecimiento sexenal,reforma,7
299,05-Sep-1994,Velando la informática  / Crecen PC's más que la economía,reforma,1
300,06-Sep-1994,Entrevista  / Javier Beristáin  / 'No buscamos superávit',reforma,3
301,08-Sep-1994,Pulso latinoamericano / Mientras que el equipo económico,reforma,2
302,08-Sep-1994,Termina la recesión económica de Japón,reforma,0
303,11-Sep-1994,Luis Rubio / Política económica indefinida,reforma,6
304,13-Sep-1994,Mejorará utilidad del Grupo Serfin,reforma,7
305,13-Sep-1994,A Corto Plazo / La crisis de la liquidez,reforma,2
306,14-Sep-1994,El Panel / Falta calidad al crecimiento,reforma,3
307,15-Sep-1994,Esperan corredurías que el fin de semana se ratifique el Pacto,reforma,2
308,16-Sep-1994,Jesús Marcos Yacamán  / Estabilidad monetaria y el Banxico,reforma,2
309,19-Sep-1994,Crecerá en 94 2.6% el PIB,reforma,2
310,20-Sep-1994,Empresa  / Otra vez el Pacto...,reforma,5
311,22-Sep-1994,Crecería demanda de crédito,reforma,1
312,25-Sep-1994,Una nueva amenaza para la historia,reforma,6
313,25-Sep-1994,Luis Rubio / Monopolios y política,reforma,3
314,27-Sep-1994,'Pacto garantiza certidumbre',reforma,3
315,27-Sep-1994,Pronostican beneficios para sector alimentos,reforma,7
316,27-Sep-1994,Breves,reforma,3
317,28-Sep-1994,La Fed prefirió esperar antes de subir las tasas de interés,reforma,0
318,29-Sep-1994,Desciende 1.9 por ciento la Bolsa de Valores,reforma,8
319,30-Sep-1994,Carlos Elizondo Mayer-Serra / ¿Por qué la violencia?,reforma,5
320,02-Oct-1994,Luis Rubio / La resistencia al cambio,reforma,6
321,02-Oct-1994,La cultura política,reforma,5
322,03-Oct-1994,Piden a Zedillo definir economía,reforma,2
323,03-Oct-1994,Prevén mantener flujos de capital,reforma,2
324,06-Oct-1994,Esperará aún México el 'grado de inversión',reforma,2
325,06-Oct-1994,Empresa / Serfin le prestó a De Prevoisin,reforma,1
326,06-Oct-1994,Superan las expectativas,reforma,0
327,07-Oct-1994,Coordenadas / Las dos caras del crecimiento,reforma,6
328,07-Oct-1994,Colocan bonos sobre deuda de AL,reforma,2
329,12-Oct-1994,Exige la IP que regrese orden social,reforma,3
330,12-Oct-1994,Bancomer espera tiempos mejores,reforma,1
331,15-Oct-1994,Incertidumbre Electoral en Alemania,reforma,5
332,16-Oct-1994,Luis Rubio  / ¿Fin o principio de una era?,reforma,6
333,16-Oct-1994,PRI: un punto de partida,reforma,5
334,17-Oct-1994,Advierten rezagos en sexenio de CSG,reforma,2
335,18-Oct-1994,La victoria de Kohl en Alemania pone el dólar a su nivel más bajo en dos años,reforma,0
336,19-Oct-1994,'Muestra México estabilidad a pesar de acontecimientos',reforma,5
337,19-Oct-1994,Retoma la banca comercial asignación de créditos de Nafin,reforma,2
338,20-Oct-1994,Podrían atrasar el otorgamiento grado inversión,reforma,2
339,23-Oct-1994,Ruidos en la transmisión del poder,reforma,5
340,24-Oct-1994,Pulso latinoamericano  / Las condiciones económicas empeoraron en Argentina,reforma,7
341,27-Oct-1994,Descarta Coparmex incertidumbre de IP,reforma,3
342,27-Oct-1994,Empresa / La apuesta de la incertidumbre,reforma,1
343,29-Oct-1994,Jaime Sánchez Susarrey / La crisis y el fin de sexenio,reforma,5
344,01-Nov-1994,"Nombres, Nombres y... Nombres / Sin sorpresas, con logros macros e innumerables rezagos y dificultades económicas como herencia, CSG rendirá hoy su último informe sexenal",reforma,3
345,01-Nov-1994,Templo Mayor,reforma,5
346,02-Nov-1994,Empresa / Salinas en el ojo del huracán,reforma,5
347,02-Nov-1994,Fernando Lerdo de Tejada / Sexto y último informe,reforma,3
348,03-Nov-1994,Breves,reforma,3
349,03-Nov-1994,El desplome del dólar afectará a la economía mexicana,reforma,2
350,03-Nov-1994,Se ha calmado clima financiero,reforma,2
351,05-Nov-1994,Promete Zedillo acabar impunidad,reforma,3
352,08-Nov-1994,Disparan deuda externa colocaciones privadas,reforma,2
353,13-Nov-1994,Gabriel Zaid / Chiapas sin resolverse ni aclararse,reforma,5
354,13-Nov-1994,Memorias Manuel Camacho Cambio sin ruptura,reforma,3
355,15-Nov-1994,Valentín Vargas Arenal / La Creación de empleos asignatura pendiente,reforma,3
356,16-Nov-1994,Repercutirá en México el alza de tasas en EU,reforma,2
357,17-Nov-1994,Agenda Ciudadana / La Presidencia: el cambio y el trauma,reforma,5
358,17-Nov-1994,Prevén crecimiento de 3.1%,reforma,2
359,18-Nov-1994,"Nombres, Nombres y... Nombres  / Reunión en Aerovías: nombran a Martens presidente; capitalización en función de adeudos pendientes; para 1995 se incorporarán los grupos privados",reforma,1
360,18-Nov-1994,Repunta el ahorro financiero 14.1%,reforma,7
361,21-Nov-1994,Temen crecer sin medida  / Balance Ciudadano,reforma,1
362,21-Nov-1994,Estrictamente Personal / Heridas abiertas,reforma,5
363,21-Nov-1994,Coordenadas / ¿Por qué el nuevo Pacto?,reforma,5
364,21-Nov-1994,El Panel / Subsiste la microempresa,reforma,1
365,22-Nov-1994,Jaque Mate  / La corbata y el saco,reforma,2
366,22-Nov-1994,A Corto Plazo  / El efecto de las 'buenas' noticias,reforma,2
367,22-Nov-1994,Breves,reforma,1
368,24-Nov-1994,Ejecutivos de Exxon y Pennzoil compran acciones de sus empresas,reforma,0
369,24-Nov-1994,"Nombres, Nombres y... Nombres  / Santander comenzará a operar esta semana en México; Botín y sus hijos llegan hoy para protocolizar su arranque bajo el lema: ''el que pega primero, pega dos veces''",reforma,1
370,25-Nov-1994,Crecerá inversión alemana hasta un 20% en 1995,reforma,1
371,27-Nov-1994,Alberto Volonte / Hacia un mercado común,reforma,5
372,27-Nov-1994,Los retos de Zedillo,reforma,5
373,28-Nov-1994,Impactaría una 'mala' apertura en teléfonos,reforma,1
374,29-Nov-1994,"Ayer, los optimistas triunfaron en Wall Street",reforma,8
375,02-Dic-1994,'Queremos una Patria en Paz',reforma,3
376,04-Dic-1994,Gabinete para la incertidumbre,reforma,5
377,05-Dic-1994,Estrictamente personal  / ¿Presidente de transición?,reforma,5
378,06-Dic-1994,"En Washington, todos los ojos miran hacia Rubin",reforma,0
379,08-Dic-1994,Suben tasas en Inglaterra,reforma,9
380,09-Dic-1994,"Nombres, Nombres y... Nombres  / Además de Smeke otras 33 empresas afectadas por el lío con Calvin Klein; Express, Sergio Valente, Yves Saint Lauren luchan también por entrar directo a México",reforma,1
